adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,keywords
False,,2200000,Science Fiction;Drama,,185,tt0066921,en,A Clockwork Orange,"Demonic gang-leader Alex goes on the spree of rape, mugging and murder with his pack of ""droogs"". But he's a boy who also likes Beethoven's Ninth and a bit of ""the old in-out, in-out"". He later finds himself at the mercy of the state and its brainwashing experiment designed to take violence off the streets.",17.112594,/kgAi87gyx6b4oGJYSC36tVkJyJu.jpg,Hawk Films;Warner Bros.,,1971-12-18,26589000,136,en,Released,"Being the adventures of a young man whose principal interests are rape, ultra-violence and Beethoven.",A Clockwork Orange,False,8.0,3432,prison;street gang;rape;adolescence;sexuality;beethoven;parent child relationship;social worker;living together;society;dystopia;controversy;controversial;violence;futuristic society
False,,2000000,Crime;Drama,,595,tt0056592,en,To Kill a Mockingbird,"In a small Alabama town in the 1930s, scrupulously honest and highly respected lawyer, Atticus Finch puts his career on the line when he agrees to represent Tom Robinson, a black man accused of rape. The trial and the events surrounding it are seen through the eyes of Finch's six-year-old daughter, Scout. While Robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: Scout's ever-strengthening bond with older brother, Jem, her friendship with precocious young Dill Harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially Scout's reactions to, and relationship with, Boo Radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot.",14.284787,/gQg6sPYfNTUlf8wEtydzWl09RyR.jpg,Universal Pictures,,1962-12-25,13129846,129,en,Released,,To Kill a Mockingbird,False,7.9,676,black people;based on novel;brother sister relationship;becoming an adult;isolation;arbitrary law;socially deprived family;tree house;wrong accusal;farm worker;intolerance;exclusion;court case;defence;right and justice;court;child
False,,31500000,Drama;War,http://www.apocalypsenow.com,28,tt0078788,en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",13.5963,/jcvJ2xcVWU9Wh0hZAxcs103s8nN.jpg,United Artists;Zoetrope Studios,,1979-08-15,89460381,153,km;en;fr;vi,Released,This is the end...,Apocalypse Now,False,8.0,2112,guerrilla;river;vietnam;vietcong;cambodia;army;insanity;tribe;green beret;jungle;apocalypse;death;napalm
False,,32350000,Adventure;Action;Science Fiction,http://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,1892,tt0086190,en,Return of the Jedi,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.",14.586087,/jx5p0aHlbPXqe3AH9G15NvmWaqQ.jpg,Lucasfilm;Twentieth Century Fox Film Corporation,,1983-05-23,572700000,135,en,Released,The Empire Falls...,Return of the Jedi,False,7.9,4763,rebel;brother sister relationship;emperor;space battle;matter of life and death;spaceship;death star;jabba the hutt;ewoks;jedi;space opera
False,,2500000,Drama;Fantasy;Romance,http://www.wim-wenders.com/movies/movies_spec/wingsofdesire/wingsofdesire.htm,144,tt0093191,de,Der Himmel über Berlin,Wings of Desire is Wim Wender’s artistically beautiful film about the lonely and immortal life of angels during a post-war Berlin. It’s a poetic journey from the perspective of the angels of which one falls in love with a living woman and wants to become a mortal human thus giving up his heavenly life. Filmed in black and white and with a feeling of celebrating life.,6.357321,/3zDaZ59lYvdCMYHi2ufUu7VmjkP.jpg,Road Movies Filmproduktion GmbH;Argos Films;Westdeutscher Rundfunk (WDR),,1987-01-01,3200000,128,en;fr;de,Released,There are angels on the streets of Berlin.,Wings of Desire,False,7.5,256,berlin;angel;circus;berlin wall;library;dream;immortality;mortality
False,,0,Thriller;Mystery,,1092,tt0041959,en,The Third Man,"Set in postwar Vienna, Austria, ""The Third Man"" stars Joseph Cotten as Holly Martins, a writer of pulp Westerns, who arrives penniless as a guest of his childhood chum Harry Lime, only to find him dead. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Maj. Calloway and falling head-over-heels for Harry's grief-stricken lover, Anna.",8.513889,/rO2Fq0AZZx9obs52KJdx4mRE8p5.jpg,London Film Productions;British Lion Film Corporation;The Criterion Collection,,1949-08-31,596349,104,en;ru;de,Released,Hunted by men ... Sought by WOMEN!,The Third Man,False,7.9,431,austria;cemetery;famous score;black market;soviet troops;prater;british army;postwar period;occupying power;staged death;cover-up;romance;suspense;sewer;brit noir;amusement park;ferris wheel;film noir;vienna;zither;evasion
False,,11000000,Horror;Action;Thriller;Science Fiction,https://www.facebook.com/alienanthology/,348,tt0078748,en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",23.37742,/2h00HrZs89SL3tXB4nbkiM7BKHs.jpg,Twentieth Century Fox Film Corporation;Brandywine Productions,,1979-05-25,104931801,117,en;es,Released,In space no one can hear you scream.,Alien,False,7.9,4564,android;countdown;space marine;space suit;beheading;dystopia;biology;cowardice;spaceship;space;alien;female protagonist;outer space;parasite;h. r. giger;xenomorph
False,,0,Adventure;Drama;Romance,,175,tt0095250,fr,Le Grand Bleu,"Two men answer the call of the ocean in this romantic fantasy-adventure.  Jacques (Jean-Marc Barr) and Enzo (Jean Reno) are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men (he even considers a school of dolphins as his extended family).  As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana (Rosanna Arquette), a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.",13.503815,/w4TWqa7SiXP0Hm4rkRnCfXwIeRK.jpg,Gaumont,,1988-05-11,0,168,en;fr;it,Released,Danger...Like Passion...Runs Deep,The Big Blue,False,7.6,364,italy;suicide;diving;ocean;competition;father son relationship;oxygen;sicily;dolphin;apnoe-diving;dying and death;friendship
False,,806948,Drama;Horror;Thriller,,539,tt0054215,en,Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.",36.826309,/81d8oyEFgj7FlxJqSDXWr8JH8kV.jpg,Paramount Pictures;Universal Pictures;Shamley Productions,,1960-06-16,32000000,109,en,Released,The master of suspense moves his cameras into the icy blackness of the unexplored!,Psycho,False,8.3,2405,hotel;clerk;arizona;shower;rain;motel;money;secretary;corpse;murderer;theft;private detective;proto-slasher
False,,6400000,Action;Thriller;Science Fiction,http://www.mgm.com/#/our-titles/1970/The-Terminator/,218,tt0088247,en,The Terminator,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",19.293562,/q8ffBuxQlYOHrvPniLgCbmKK4Lv.jpg,Orion Pictures;Pacific Western;Hemdale Film;Cinema 84;Euro Film Funding,,1984-10-26,78371200,108,en,Released,Your future is in his hands.,The Terminator,False,7.4,4208,saving the world;artificial intelligence;rebel;cyborg;shotgun;killer robot;sun glasses;dystopia;car chase;laser gun;urban setting;future war
False,,14000000,Drama;Thriller;Crime,,379,tt0100150,en,Miller's Crossing,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",7.495853,/gmUAhNHY4bxQzgHjXci5JAW7u62.jpg,Twentieth Century Fox Film Corporation;Circle Films,,1990-09-21,5080409,115,gd;it;yi;en,Released,"Up is down, black is white, and nothing is what it seems.",Miller's Crossing,False,7.5,431,corruption;street gang;prohibition;gun;irish-american;gambling debts;irish mob;violence
False,,16400000,Drama,,207,tt0097165,en,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",19.905716,/3Ri2GReavqSHqWemlP6HYn8i2P9.jpg,Touchstone Pictures;Silver Screen Partners IV,,1989-06-02,235860116,129,en,Released,He was their inspiration. He made their lives extraordinary.,Dead Poets Society,False,8.1,2786,individual;philosophy;poetry;shakespeare;professor;literature;friendship;filmes focados em um professor
False,,8000000,Crime;Drama,,235,tt0092005,en,Stand by Me,"After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.",15.206957,/kedC0y75jdzByjuZNLOWIOtduNw.jpg,Columbia Pictures;Act III Communications;The Body;Act III,,1986-08-22,52287414,89,en,Released,"For some, it's the last real taste of innocence, and the first real taste of life. But for everyone, it's the time that memories are made of.",Stand by Me,False,7.8,1568,based on novel;friendship;coming of age;railroad track;story within the story; flipping coin;campfire story;reference to superman;normandy beach;child;1950s;boys
False,,0,Drama;Action;Thriller;Crime,,832,tt0022100,de,M,"In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.",12.752421,/AqE126KXLcT3wwmeM3HtlKqyGze.jpg,Nero-Film AG,,1931-05-11,0,117,de,Released,,M,False,8.0,465,germany;berlin;underworld;child murderer;detective inspector;organized crime;criminal
False,,3600000,Horror;Comedy;Fantasy,,765,tt0092991,en,Evil Dead II,Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from “The Book of the Dead.” As they play the recording an evil power is unleashed taking over Linda’s body.,13.520764,/n49mpgUsPgBfRg2qIEj31HX0chu.jpg,Renaissance Films;Rosebud Productions,,1987-03-13,5923044,84,en,Released,The Sequel To The Ultimate Experience In Grueling Terror,Evil Dead II,False,7.5,760,deer;blood splatter;tape recorder;chainsaw;spirit;violence;over the top;shot in the arm;book of the dead;evil dead;eyeball;necronomicon;tarmac;meat cleaver;shot through a wall
False,,19000000,Adventure;Comedy;Science Fiction;Family,http://www.backtothefuture.com/movies/backtothefuture1,105,tt0088763,en,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",25.778509,/pTpxQB1N0waaSc3OSn0e9oc8kx9.jpg,Universal Pictures;Amblin Entertainment;U-Drive Productions,,1985-07-03,381109762,116,en,Released,He's the only kid ever to get into trouble before he was born.,Back to the Future,False,8.0,6239,clock tower;car race;terrorist;delorean;lightning;guitar;plutonium;sports car;inventor;journey in the past;time travel;race against time;partner;misfit;mad scientist;fish out of water;teenage love;destiny;hidden identity;odd couple;escapade;disorder;chases and races;love and romance;teenage life;misfit partners;changing the past or future;getting home;inventions and discoveries
False,,3000000,Crime;Drama,,903,tt0061512,en,Cool Hand Luke,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",9.718713,/vDwphkloD7ToaDpKASAXGgHOclN.jpg,Warner Bros.;Jalem Productions,,1967-06-22,16217773,126,en,Released,What we've got here is failure to communicate.,Cool Hand Luke,False,7.7,390,prison;rebel;loss of mother;harassment;imprisonment;dying and death;boxing match;escape;barbed wire;punched in the face;eggs;death
False,,2800000,Comedy;Science Fiction,,3034,tt0072431,en,Young Frankenstein,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",9.339316,/tQJAWbIjvvqVKLLbIZHtwGw2HTf.jpg,Twentieth Century Fox Film Corporation;Crossbow Productions;Gruskoff/Venture Films;Jouer Limited,,1974-12-15,86273333,106,en;de,Released,The scariest comedy of all time!,Young Frankenstein,False,7.7,880,experiment;castle;assistant;bride;frankenstein;laboratory;mad scientist;mobster;spoof;horror spoof;scientist;frankenstein's monster
False,,3500000,Comedy;Drama,,339,tt0102536,en,Night on Earth,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,8.291886,/aREHjLD3kwQFcL1ncNOx8ggDGxA.jpg,Channel Four Films;JVC Entertainment;Le Studio Canal+;Locus Solus Entertainment;Pandora Cinema;Pyramide Productions;Victor Musical Industries,,1991-10-03,2015810,129,en;fi;fr;de;it,Released,Five Taxis. Five Cities. One Night.,Night on Earth,False,7.5,165,paris;new york;taxi;megacity;rome;dialogue;pastor;taxi driver;passenger;night life;casual meeting;metropolis;german democratic republic;casting agent;heart attack;helsinki;night;conflict;los angeles;city;finland;road movie;understanding
False,,2000000,Comedy,,914,tt0032553,en,The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,9.241748,/hK2KsU0lNiYRqIrYJcC3x63dPnH.jpg,United Artists;Roy Export Company Establishment,,1940-10-15,11000000,125,en;eo,Released,Once again - the whole world laughs!,The Great Dictator,False,8.1,756,germany;dictator;hairdresser;amnesia;jewish ghetto;jew;propaganda;national socialism;adolf hitler;national socialist party;satire;good vs evil;funny nazi
False,,730000,Western,,288,tt0044706,en,High Noon,High Noon is about a recently freed leader of a gang of bandits in the desert who is looking to get revenge on the Sheriff who put him in jail. A legendary western film from the Austrian director Fred Zinnemann.,16.715935,/teFvLNdppclC01dZodBTyaP3lGK.jpg,United Artists;Stanley Kramer Productions,,1952-03-27,8000000,85,en,Released,The story of a man who was too proud to run.,High Noon,False,7.6,343,gunslinger;showdown;fistfight;morality;u.s. marshal;battle;justice;one against many;quick draw;brawl;street shootout
False,,0,Crime;Drama;Mystery;Thriller,,910,tt0038355,en,The Big Sleep,"Private Detective Philip Marlowe is hired by a rich family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",6.987617,/ttUJSTKBdu1dR8d24FaoS4S1GFJ.jpg,Warner Bros.,,1946-08-23,0,116,en,Released,The picture they were born for!,The Big Sleep,False,7.6,244,poison;gambling;detective;suspense;los angeles;drug;classic noir;private detective;book store;philip marlowe;missing person;film noir
False,,0,Thriller;Comedy;Drama,,2640,tt0097493,en,Heathers,"A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",13.311827,/38DHopfWHrWqYjphcBeAxOomled.jpg,New World Pictures;Cinemarque Entertainment,,1988-10-01,1108462,102,en;it,Released,"Best friends, social trends, and occasional murder.",Heathers,False,7.3,387,suicide;diary;friendship;high school;dark comedy;clique
False,,48000000,Adventure;Action,http://www.indianajones.com/crusade,89,tt0097576,en,Indiana Jones and the Last Crusade,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",14.788987,/4p1N2Qrt8j0H8xMHMHvtRxv9weZ.jpg,Lucasfilm;Paramount Pictures,,1989-05-24,474171806,127,de;el;en,Released,"The man with the hat is back. And this time, he's bringing his Dad.",Indiana Jones and the Last Crusade,False,7.6,3221,saving the world;venice;holy grail;library;riddle;father son relationship;whip;treasure;nazis;entrapment;crusader;treasure hunt;escape;panzer;order of the templars;archaeologist;indiana jones;archeology 
False,,22000000,Drama;History,,783,tt0083987,en,Gandhi,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",12.383755,/2z9A4FSu1YySrhhcuqkdMIXpgyN.jpg,Columbia Pictures;Goldcrest Films International;Indo-British;International Film Investors;National Film Development Corporation of India;Carolina Bank,,1982-11-30,77737889,191,en;hi,Released,His triumph changed the world forever.,Gandhi,False,7.4,730,muslim;indian lead;demonstration;world war ii;imprisonment;release from prison;south africa;bravery;hunger strike;colony;morning prayer;hindu;independence;british army;political negotiations;conference;nonviolent resistance;apartheid;british empire;protest;independence movement;bombay india;strike;freedom;prayer;world religion;hinduism;mahatma gandhi;calcutta
False,,1900000,Adventure;Science Fiction;Action,,830,tt0049223,en,Forbidden Planet,Captain Adams and the crew of the Starship C57D fly towards planet Altair 4 in search for the Bellerphon spaceship that has been missing for twenty years. To their surprise they are already being expected. A classic science fiction film from 1957 starring Leslie Nielsen.,6.379966,/qdH1Fm5vl1DAjXNHPmRZ4yEiUgM.jpg,Metro-Goldwyn-Mayer (MGM),,1956-03-15,3250000,98,en,Released,"Earthmen on a fabulous, peril-journey into outer space!",Forbidden Planet,False,7.2,238,lasergun;monster;space marine;loss of father;flying saucer;lost civilisation;defense mechanism;daughter;engineer;laboratory;outer space;creature;electrocution;robot;electronic music score;sabotage;subterranean;invisibility;lost race;nuclear reactor;disobeying orders;forcefield;alien civilization
False,,1800000,Horror,,377,tt0087800,en,A Nightmare on Elm Street,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson (Heather Langenkamp) traces the cause to child molester Fred Krueger (Robert Englund), who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen (Johnny Depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world...",13.694713,/sXFlyjfWv544uKOJmPd2vVsaFm9.jpg,New Line Cinema;Smart Egg Pictures,,1984-11-14,25504513,91,en,Released,"If Nancy Doesn't Wake Up Screaming, She Won't Wake Up At All!",A Nightmare on Elm Street,False,7.2,1212,child murderer;sleep;nightmare;supernatural;slasher;teenager;trapped;alcoholic;boiler room;booby trap;disfigurement;medical test;dreams
False,,0,Fantasy;Horror,http://www.nosferatumovie.com/cast_crew.html,653,tt0013442,de,"Nosferatu, eine Symphonie des Grauens","Vampire Count Orlok is interested in a new residence and in real estate agent Hutter's young wife. Silent horror classic based on the Bram Stoker novel ""Dracula"".",7.435873,/cD61HX8e80CtzHIq4BFGFg5TR0A.jpg,Jofa Atelier;Prana-Film GmbH,,1922-03-15,0,94,,Released,A symphony of horror,Nosferatu,False,7.7,373,transylvania;shapeshifting;self sacrifice;castle;vampire;ghost ship;loss of wife;silent film;seashore;vampire bat;real estate agent;ghoul;locket;corpse in coffin; nosferatu;real estate;black death;expressionism;mountain country;sleepwalking;romania;rats
False,,0,Drama;Romance,,145,tt0115751,da,Breaking the Waves,"In a small and conservative Scottish village, a woman's paralytic husband convinces her to have extramarital intercourse so she can tell him about it and give him a reason for living.",8.558688,/cmDrzXJa9TIs57pD8QfuvIQvak5.jpg,Trust Film;Danish Film Institute,,1996-05-13,3803298,159,en,Released,Love is a mighty power.,Breaking the Waves,False,7.2,213,underdog;scotland;prostitute;paraplegic;tradition;excommunication;authority;social coercions;society;dying and death;faith;prayer;world religion;god;priest;independent film;mother daughter relationship;church;disabled;oil platform
False,,70000000,Action;Thriller,,1573,tt0099423,en,Die Hard 2,"John McClane is an off-duty cop gripped with a feeling of déjà vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.",18.785984,/lmR6vKPYEqAtjq8DJOea5rPnyGl.jpg,Twentieth Century Fox Film Corporation;Gordon Company;Silver Pictures,,1990-07-02,240031094,124,en;es,Released,Die Harder,Die Hard 2,False,6.6,1920,ambush;helicopter;journalist;based on novel;airport;hand grenade;fistfight;cop;sequel;snow;dulles international airport;shootout;officer involved shooting;terrorism;explosion;church;violence;sabotage;walkie talkie;swat team;air traffic control;commando unit;snowmobile
False,,30000000,Science Fiction;Action;Adventure;Thriller,,172,tt0098382,en,Star Trek V: The Final Frontier,Capt. Kirk and his crew must deal with Mr. Spock's half brother who kidnaps three diplomats and hijacks the Enterprise in his obsessive search for God.,12.308007,/kugwPq2E5IkzrgoxRycnoqqUS9H.jpg,Paramount Pictures,,1989-06-09,70200000,107,en,Released,Adventure and imagination will meet at the final frontier.,Star Trek V: The Final Frontier,False,5.6,384,federation;starfleet;uss enterprise-a;sha-ka-ree;loss of brother;self sacrifice;hostage;liberation of hostage;romulans;klingon;vulcan;space opera
False,,24000000,Science Fiction;Adventure,,168,tt0092007,en,Star Trek IV: The Voyage Home,"Fugitives of the Federation for their daring rescue of Spock from the doomed Genesis Planet, Admiral Kirk (William Shatner) and his crew begin their journey home to face justice for their actions. But as they near Earth, they find it at the mercy of a mysterious alien presence whose signals are slowly destroying the planet. In a desperate attempt to answer the call of the probe, Kirk and his crew race back to the late twentieth century. However they soon find the world they once knew to be more alien than anything they've encountered in the far reaches of the galaxy!",12.596956,/62nATuMKuaLhd5VHKumHOrJnCZa.jpg,Paramount Pictures,,1986-11-25,133000000,119,en;fi,Released,The key to saving the future can only be found in the past.,Star Trek IV: The Voyage Home,False,6.9,490,saving the world;san francisco;uss enterprise-a;time travel;whale;marine biologist;vulcan;space opera
False,,80000000,Action;Fantasy,,364,tt0103776,en,Batman Returns,"Having defeated the Joker, Batman now faces the Penguin - a warped and deformed individual who is intent on being accepted into Gotham society. Crooked businessman Max Schreck is coerced into helping him become Mayor of Gotham and they both attempt to expose Batman in a different light. Selina Kyle, Max's secretary, is thrown from the top of a building and is transformed into Catwoman - a mysterious figure who has the same personality disorder as Batman. Batman must attempt to clear his name, all the time deciding just what must be done with the Catwoman.",15.001681,/jX5THE1yW3zTdeD9dupcIyQvKiG.jpg,PolyGram Filmed Entertainment;Warner Bros.,,1992-06-19,280000000,126,en,Released,"The Bat, the Cat, the Penguin.",Batman Returns,False,6.6,1706,holiday;corruption;double life;dc comics;crime fighter;hallucination;christmas tree;gotham city;vigilante;superhero;violence;dark hero;fictional city;super villain;super powers;deformed;bird cage;evil circus;christmas holiday
False,,14000000,Crime;Horror;Mystery,,4232,tt0117571,en,Scream,"A killer known as Ghostface begins killing off teenagers, and as the body count begins rising, one girl and her friends find themselves contemplating the 'rules' of horror films as they find themselves living in a real-life one.",13.326443,/ewi7gYW22t8T3piRvrXO73GlzuL.jpg,Woods Entertainment;Dimension Films,,1996-12-20,173046663,111,en,Released,Someone has taken their love of scary movies one step too far.,Scream,False,7.0,1520,halloween;gore;serial killer;slasher;tabloid;news reporter;self-referential;meta film
False,,0,Music;Drama;Comedy,,784,tt0116790,cs,Kolja,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members.",13.947867,/9Zr7lviwTGxST9XT3cQWusMiapX.jpg,Pandora Cinema;Portobello Pictures;Ceská Televize;Biograf Jan Svěrák;CinemArt;Fonds Eurimages du Conseil de l'Europe;Centre National de la Cinématographie (CNC);Space Films;The Czech Republic State Fund for Support and Development of Cinematography,,1996-05-05,5770254,105,cs;ru;sk,Released,,Kolya,False,7.5,46,responsability;father son relationship;socialism;fictitious marriage;revolution;despair;crematorium;language barrier;russian;childhood memory;cellist;prague;cello;disappointment;funeral;musician;ban from profession;political instability;trabant;concert;friendship;teacher;escape;best friend;single father;father figure;understanding;communism;czech republic;child
False,,0,Drama;Comedy;Romance,,1968,tt0119141,en,Fools Rush In,"Alex Whitman (Matthew Perry) is a designer from New York City who is sent to Las Vegas to supervise the construction of a nightclub that his firm has been hired to build. Alex is a straight-laced WASP-ish type who, while enjoying a night on the town, meets Isabel Fuentes (Salma Hayek), a free-spirited Mexican-American photographer. Alex and Isabel are overtaken by lust at first sight and end up sp",6.285574,/e1rzqz7ehOk6uzu7Wkgu4q3L8CK.jpg,Columbia Pictures,,1997-02-14,29481428,109,en,Released,What if finding the love of your life meant changing the life that you loved?,Fools Rush In,False,5.8,133,waitress;culture clash;romantic comedy;pregnancy
False,,90000000,Adventure;Fantasy;Action;Thriller;Science Fiction,,18,tt0119116,en,The Fifth Element,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",24.30526,/zaFa1NRZEnFgRTv5OVXkNIZO78O.jpg,Columbia Pictures;Gaumont,,1997-05-07,263920180,126,en;sv;de,Released,There is no future without it.,The Fifth Element,False,7.3,3962,clone;taxi;cyborg;egypt;future;stowaway;space travel;race against time;arms dealer;love;alien;priest;end of the world;good vs evil;shootout;police chase;cab driver;new york city;space opera;military;opera singer;resort hotel;ancient astronaut;archeologist;ancient evil;cruise liner
False,,0,Comedy;Romance,,2058,tt0118556,en,Addicted to Love,"Good-natured astronomer Sam is devastated when the love of his life, Linda, leaves him for a suave Frenchman named Anton. He therefore does what every other normal dumpee would do; go to New York and set up home in the abandoned building opposite his ex-girlfriend's apartment, intent on winning her back and waiting until she decides to leave her current lover.",8.085194,/ed6nD7h9sbojSWY2qrnDcSvDFko.jpg,Warner Bros.;Outlaw Productions (I);Miramax,,1997-05-23,34673095,100,en,Released,A Comedy About Lost Loves And Last Laughs,Addicted to Love,False,6.1,112,jealousy;love;revenge;break-up
False,,0,Drama;Family,,33660,tt0120118,en,Shiloh,"An abused beagle runs away from his owner. On the road, he meets young Marty Preston and follows him home. The boy immediately forms a bond with the dog and names him Shiloh. His stern father won't let him keep the dog because it belongs to Judd Travers, a local hunter. After Shiloh is mistreated again, he runs away and returns to Marty. Knowing his father will once again make him bring Shiloh back to Judd, he makes a home for the dog in an old shed up the hill from the Prestons' house and hides him from his family. His secret is soon discovered when a stray attacks the dog one night and he must turn to his father for help.",2.89449,/jnhjXhqjH4MnGFGQOlYigZhVH6O.jpg,Bruin Grip Services;Good Dog Productions LLC;Utopia Pictures;Zeta Entertainment,,1996-11-30,0,93,en,Released,The story of a boy who risks everything to save his best friend.,Shiloh,False,5.7,17,rescue;dog;animal actor;boy and dog;heart warming
False,,160000000,Action;Adventure;Thriller,,1639,tt0120179,en,Speed 2: Cruise Control,Sandra Bullock and Jason Patric star as a young couple whose dream cruise turns to terror when a lunatic computer genius (Willem Dafoe) sets a new course for destruction.,11.268531,/iHktqeAGoJpENiiuXfsXaHmhr7D.jpg,Twentieth Century Fox Film Corporation;Blue Tulip Productions,,1997-06-13,164508066,121,en;pt,Released,"As the stakes get higher, the ride gets even faster.",Speed 2: Cruise Control,False,4.1,439,boat;cruise;computer;disaster;diamond;collision course
