userId,itemId,rating
42522,296,5.0
42522,318,5.0
42522,344,4.0
42522,349,4.0
42522,377,5.0
42522,380,4.0
42522,457,5.0
42522,475,5.0
42522,480,4.0
42522,527,5.0
42522,588,3.0
42522,590,5.0
42522,592,3.0
42561,186,2.5
42561,204,1.0
42561,543,4.0
42561,903,3.0
42561,1644,1.0
42561,2395,2.0
42561,2770,3.0
42561,2890,3.5
42607,110,3.0
42607,145,3.5
42607,296,3.5
42607,303,3.0
42607,318,3.5
42607,377,2.0
42607,380,2.0
42607,588,3.5
42607,648,2.5
42607,778,3.5
42607,780,2.5
42607,953,4.5
42607,1088,1.5
42607,2082,2.5
42607,2605,4.0
42607,2890,4.0
42607,3178,4.0
42607,4011,4.0
42607,4816,3.0
42607,4993,4.0
42607,5060,4.0
42607,6016,4.0
42607,6936,2.0
42607,30707,4.0
42607,44191,4.5
42607,54272,3.5
42607,58559,4.5
42634,110,5.0
42634,150,5.0
42634,153,4.0
42634,185,4.0
42634,231,5.0
42634,339,4.0
42634,344,4.0
42634,364,4.0
42634,377,5.0
42634,457,5.0
42634,588,4.0
42634,590,4.0
42634,592,3.0
42634,593,5.0
42663,2,2.0
42663,17,4.0
42663,110,3.5
42663,153,2.5
42663,260,5.0
42663,296,4.0
42663,300,4.0
42663,316,4.0
42663,318,3.5
42663,337,3.5
42663,344,3.5
42663,364,1.5
42663,440,3.5
42663,441,2.0
42663,457,3.5
42663,480,3.5
42663,500,2.0
42663,508,4.0
42663,509,4.0
42663,527,4.5
42663,539,3.0
42663,541,4.0
42663,551,4.0
42663,586,3.0
42663,587,3.0
42663,588,0.5
42663,590,4.0
42663,592,3.5
42663,593,4.5
42663,595,1.5
42663,597,3.0
42663,608,5.0
42663,745,4.5
42663,778,4.0
42663,788,0.5
42663,838,4.0
42663,1089,4.0
42663,1093,1.5
42663,1127,4.5
42663,1213,4.0
42663,1246,4.0
42663,1247,3.5
42663,1259,4.5
42663,1265,5.0
42663,1358,4.5
42663,1393,3.0
42663,1407,0.5
42663,1552,1.5
42663,1573,3.0
42663,1641,3.5
42663,1673,4.0
42663,1682,4.0
42663,1721,3.0
42663,1732,4.5
42663,1911,0.5
42663,1923,2.5
42663,1961,4.0
42663,1967,4.0
42663,1968,4.5
42663,2000,3.5
42663,2003,3.5
42663,2028,3.5
42663,2078,2.0
42663,2100,3.0
42663,2109,3.5
42663,2140,5.0
42663,2144,4.0
42663,2160,0.5
42663,2291,4.0
42663,2302,4.0
42663,2321,4.0
42663,2324,5.0
42663,2470,3.0
42663,2502,4.0
42663,2657,4.0
42663,2671,3.5
42663,2692,4.0
42663,2762,4.0
42663,2788,4.0
42663,2791,4.0
42663,2959,5.0
42663,3033,3.5
42663,3060,4.0
42663,3114,4.0
42663,3160,4.5
42663,3176,3.0
42663,3396,5.0
42663,3418,3.0
42663,4034,4.0
42663,4226,5.0
42663,4499,5.0
42663,4641,4.0
42663,4886,4.0
42663,4896,3.5
42663,4973,5.0
42663,4979,4.0
42663,4993,4.0
42663,4995,4.0
42663,5816,3.5
42663,5902,4.5
42663,5991,3.0
42663,8368,3.0
42663,8961,4.0
42663,8970,3.5
42663,27904,2.0
42663,39183,3.5
42663,40629,4.0
42663,40815,3.5
42663,41566,4.0
42663,44555,5.0
42663,46578,5.0
42663,47610,2.5
42663,48385,4.5
42663,54001,3.5
42663,54272,4.5
42663,54503,3.5
42676,508,3.0
42676,539,4.0
42676,593,5.0
42676,858,5.0
42676,3072,4.0
42812,3,3.0
42812,1961,4.0
42812,1968,4.0
42812,2302,5.0
42926,2,2.5
42926,3,2.5
42926,18,3.0
42926,25,4.0
42926,88,2.0
42926,95,3.0
42926,104,3.0
42926,112,3.0
42926,135,2.0
42926,150,4.0
42926,160,2.5
42926,161,3.5
42926,165,3.0
42926,204,2.5
42926,252,2.0
42926,260,5.0
42926,288,3.0
42926,292,3.0
42926,296,4.0
42926,300,3.0
42926,317,2.5
42926,318,3.5
42926,333,3.0
42926,337,3.0
42926,339,2.5
42926,342,3.5
42926,344,2.0
42926,349,3.0
42926,377,4.5
42926,380,4.0
42926,435,3.0
42926,440,3.5
42926,454,3.5
42926,457,4.5
42926,466,2.5
42926,480,4.0
42926,481,3.0
42926,494,3.0
42926,500,3.0
42926,527,3.5
42926,539,3.0
42926,543,2.5
42926,553,3.0
42926,585,3.0
42926,587,3.0
42926,588,3.5
42926,592,2.5
42926,593,4.0
42926,597,3.0
42926,605,2.5
42926,608,4.0
42926,628,3.0
42926,647,3.5
42926,648,2.5
42926,750,3.5
42926,780,3.5
42926,784,2.5
42926,786,3.0
42926,788,3.0
42926,802,3.0
42926,830,2.5
42926,832,3.0
42926,858,4.5
42926,902,3.5
42926,903,4.0
42926,912,4.0
42926,914,3.5
42926,920,4.0
42926,953,3.0
42926,1088,3.0
42926,1091,2.0
42926,1092,3.0
42926,1103,4.0
42926,1125,3.0
42926,1127,2.5
42926,1213,4.0
42926,1244,3.5
42926,1246,3.5
42926,1247,3.5
42926,1249,4.0
42926,1253,3.5
42926,1259,4.0
42926,1262,4.0
42926,1265,3.0
42926,1266,4.0
42926,1267,3.0
42926,1271,3.5
42926,1272,4.0
42926,1278,3.0
42926,1284,3.0
42926,1358,3.5
42926,1370,2.5
42926,1371,2.5
42926,1372,4.0
42926,1374,4.5
42926,1375,3.0
42926,1376,4.0
42926,1378,2.5
42926,1387,4.5
42926,1391,2.5
42926,1393,3.0
42926,1396,3.0
42926,1407,3.0
42926,1441,3.0
42926,1485,3.0
42926,1499,2.0
42926,1552,3.0
42926,1573,4.0
42926,1580,3.0
42926,1584,3.0
42926,1586,3.0
42926,1587,2.5
42926,1588,2.0
42926,1608,3.0
42926,1610,4.0
42926,1616,2.5
42926,1641,3.5
42926,1644,2.0
42926,1665,3.0
42926,1690,2.0
42926,1721,3.0
42926,1722,4.0
42926,1729,4.0
42926,1777,3.5
42926,1779,2.5
42926,1792,2.5
42926,1831,2.0
42926,1909,3.0
42926,1911,3.0
42926,1917,3.0
42926,1918,2.5
42926,1923,3.5
42926,1954,4.0
42926,1956,3.0
42926,1958,4.5
42926,1961,3.0
42926,1994,4.0
42926,2000,3.0
42926,2001,3.5
42926,2002,3.0
42926,2003,3.0
42926,2005,2.5
42926,2006,3.0
42926,2009,3.0
42926,2011,3.0
42926,2012,2.5
42926,2013,3.0
42926,2021,2.0
42926,2028,4.0
42926,2054,2.5
42926,2058,3.0
42926,2072,2.5
42926,2100,2.5
42926,2109,3.0
42926,2115,3.0
42926,2118,4.0
42926,2133,3.0
42926,2134,2.5
42926,2144,3.5
42926,2160,3.0
42926,2193,3.0
42926,2268,3.5
42926,2288,3.0
42926,2291,3.0
42926,2313,4.0
42926,2324,4.0
42926,2371,2.5
42926,2455,3.0
42926,2463,3.0
42926,2470,3.0
42926,2527,3.0
42926,2528,3.0
42926,2539,3.0
42926,2617,3.0
42926,2640,3.0
42926,2671,3.0
42926,2692,3.5
42926,2694,2.5
42926,2699,3.0
42926,2701,2.5
42926,2762,5.0
42926,2791,3.5
42926,2890,3.0
42926,2989,3.5
42926,2990,2.5
42926,2993,2.5
42926,3033,3.5
42926,3082,3.0
42926,3087,3.0
42926,3104,3.5
42926,3107,3.0
42926,3114,3.5
42926,3146,2.5
42926,3159,3.0
42926,3173,3.0
42926,3175,3.5
42926,3176,3.5
42926,3178,3.0
42926,3489,2.5
42926,3527,3.0
42926,3536,3.5
42926,3578,4.0
42926,3635,4.0
42926,3698,3.0
42926,3699,3.0
42926,3763,4.0
42926,3981,2.5
42926,4025,3.5
42926,4034,3.5
42926,4226,4.0
42926,4232,3.0
42926,4326,3.5
42926,4369,2.5
42926,4499,3.0
42926,4558,2.5
42926,4641,3.0
42926,4701,2.5
42926,4816,3.0
42926,4823,3.0
42926,4993,4.0
42926,4995,4.0
42926,5481,2.5
42926,5528,3.0
42926,5995,4.0
42926,6373,3.0
42926,6934,2.5
42926,6936,3.0
42926,6957,3.0
42926,8665,4.0
42926,26614,3.0
42926,30707,4.0
42926,31685,2.5
42926,33166,3.0
42926,39183,3.5
42926,39446,2.5
42926,40819,4.0
42926,41569,3.0
42926,44555,4.0
42926,45186,4.0
42926,46578,3.5
42926,47099,3.0
42926,47610,3.0
42926,48385,4.0
42926,49530,3.0
42926,51540,4.0
42926,54272,4.0
42926,54503,3.5
42926,56949,2.0
42926,58559,4.0
42926,63876,3.5
42926,67255,4.0
42926,74458,2.5
42926,88744,3.5
42926,94959,4.0
43037,441,5.0
43037,1619,4.5
43037,2288,2.5
43062,17,5.0
43062,21,5.0
43062,58,5.0
43062,110,3.0
43062,111,4.0
43062,150,4.0
43062,153,3.0
43062,162,4.0
43062,231,1.0
43062,253,3.0
43062,288,4.0
43062,296,5.0
43062,300,4.0
43062,306,4.0
43062,318,5.0
43062,339,4.0
43062,349,4.0
43062,380,3.0
43062,454,3.0
43062,457,4.0
43062,480,4.0
43062,527,5.0
43062,588,4.0
43062,590,4.0
43062,592,3.0
43062,593,4.0
43062,608,5.0
43130,260,2.5
43130,541,4.0
43130,750,3.0
43130,858,4.0
43130,2959,5.0
43130,4993,5.0
43130,58559,5.0
43130,74458,3.0
43200,830,4.0
43200,954,4.5
43200,40629,4.0
43486,3,3.0
43486,5,3.0
43486,6,5.0
43486,17,5.0
43486,62,5.0
43486,74,3.0
43486,86,3.0
43486,95,5.0
43486,135,5.0
43486,140,4.0
43486,141,5.0
43486,260,5.0
43486,494,3.0
43486,628,3.0
43486,647,4.0
43486,648,3.0
43486,653,3.0
43486,708,3.0
43486,745,4.0
43486,780,4.0
43486,783,5.0
43486,786,4.0
43486,798,5.0
43486,799,3.0
43486,802,5.0
43486,805,4.0
43486,830,4.0
43486,832,5.0
43486,836,3.0
43486,837,4.0
43486,849,5.0
43486,858,5.0
43486,1073,5.0
43486,1358,5.0
43486,1367,5.0
43486,1485,4.0
43490,277,3.5
43515,6,4.0
43515,19,2.0
43515,21,2.5
43515,95,2.0
43515,104,1.5
43515,110,4.5
43515,111,3.5
43515,122,1.5
43515,135,2.5
43515,141,2.5
43515,150,2.5
43515,160,1.5
43515,161,3.0
43515,163,2.5
43515,165,4.0
43515,172,1.5
43515,173,1.5
43515,185,2.0
43515,193,2.5
43515,196,3.0
43515,198,3.5
43515,204,2.0
43515,225,2.5
43515,231,3.0
43515,247,3.5
43515,260,3.0
43515,288,2.0
43515,290,3.0
43515,292,2.0
43515,293,4.0
43515,296,3.5
43515,316,2.0
43515,327,2.0
43515,329,2.0
43515,344,3.5
43515,349,2.0
43515,350,2.0
43515,377,3.5
43515,379,2.0
43515,380,3.5
43515,434,2.5
43515,440,2.5
43515,442,4.0
43515,454,2.0
43515,457,3.0
43515,466,4.0
43515,480,2.0
43515,481,2.5
43515,500,2.5
43515,508,2.5
43515,527,3.5
43515,535,1.0
43515,541,3.5
43515,551,3.5
43515,586,1.0
43515,588,3.5
43515,590,3.5
43515,592,3.0
43515,593,4.0
43515,597,3.5
43515,608,3.0
43515,647,2.5
43515,648,2.5
43515,750,3.0
43515,762,2.0
43515,778,3.0
43515,780,2.0
43515,786,2.5
43515,799,4.0
43515,832,2.0
43515,858,3.0
43515,866,3.5
43515,924,3.5
43515,1089,4.0
43515,1090,3.5
43515,1092,2.5
43515,1127,3.0
43515,1246,3.0
43515,1249,4.5
43515,1250,2.5
43515,1265,4.5
43515,1266,4.0
43515,1370,2.5
43515,1374,2.0
43515,1377,2.0
43515,1391,1.5
43515,1396,4.0
43515,1407,3.0
43515,1479,3.0
43515,1485,2.5
43515,1552,2.5
43515,1556,1.0
43515,1562,1.0
43515,1573,3.0
43515,1580,3.0
43515,1584,3.0
43515,1587,3.0
43515,1591,1.5
43515,1597,4.0
43515,1608,2.0
43515,1610,2.5
43515,1616,3.5
43515,1645,3.0
43515,1653,4.0
43515,1676,4.5
43515,1682,3.5
43515,1687,2.5
43515,1721,3.5
43515,1722,3.0
43515,1729,2.5
43515,1732,1.5
43515,1810,2.5
43515,1882,1.0
43515,1909,3.5
43515,1912,3.0
43515,1917,2.0
43515,1918,1.5
43515,1921,3.0
43515,1923,3.5
43515,1961,3.0
43515,1968,3.0
43515,2000,4.0
43515,2001,2.5
43515,2002,2.0
43515,2003,3.0
43515,2004,2.5
43515,2006,2.5
43515,2011,3.0
43515,2012,3.0
43515,2028,3.5
43515,2058,2.5
43515,2115,2.5
43515,2232,3.5
43515,2268,2.5
43515,2288,3.5
43515,2294,2.5
43515,2321,4.0
43515,2463,3.0
43515,2470,2.0
43515,2502,3.5
43515,2617,3.0
43515,2657,1.5
43515,2701,1.5
43515,2722,2.5
43515,2762,3.0
43515,2788,3.5
43515,2791,3.0
43515,2890,3.0
43515,2959,4.0
43515,2976,2.0
43515,2990,2.5
43515,3033,3.0
43515,3052,3.0
43515,3081,4.0
43515,3082,3.5
43515,3087,4.0
43515,3173,3.0
43515,3527,3.5
43515,3578,4.0
43515,3681,4.0
43515,3698,2.0
43515,4011,3.5
43515,4025,2.5
43515,4105,3.0
43515,4226,4.0
43515,4344,2.0
43515,4886,3.0
43515,4993,4.0
43515,5481,3.5
43515,5956,3.5
43515,5995,3.0
43515,6003,3.0
43515,6537,4.0
43515,6934,2.0
43515,6947,3.5
43515,7090,3.5
43515,8665,4.0
43515,8961,3.5
43515,8983,4.0
43515,31696,3.5
43515,38061,4.5
43515,44191,4.0
43555,14,5.0
43555,16,4.0
43555,62,5.0
43555,105,5.0
43555,150,5.0
43555,153,3.0
43555,165,4.0
43555,196,3.0
43555,204,5.0
43555,207,4.0
43555,218,3.0
43555,225,4.0
43555,227,3.0
43555,265,3.0
43555,281,3.0
43555,296,5.0
43555,300,4.0
43555,316,5.0
43555,318,5.0
43555,329,5.0
43555,344,3.0
43555,349,4.0
43555,380,5.0
43555,454,3.0
43555,455,3.0
43555,457,4.0
43555,500,5.0
43555,509,5.0
43555,527,5.0
43555,588,4.0
43555,590,4.0
43555,592,3.0
43555,593,4.0
43555,1073,3.0
43565,11,3.5
43565,21,3.5
43565,62,3.0
43565,65,3.0
43565,70,2.5
43565,110,4.0
43565,135,3.0
43565,173,2.5
43565,198,3.5
43565,231,2.5
43565,235,4.0
43565,253,3.0
43565,260,5.0
43565,296,3.5
43565,316,2.0
43565,317,2.5
43565,318,4.0
43565,327,3.0
43565,344,2.0
43565,364,3.5
43565,377,2.5
43565,380,2.5
43565,471,4.0
43565,480,2.5
43565,541,4.5
43565,542,3.0
43565,551,3.5
43565,592,3.5
43565,593,3.5
43565,597,3.5
43565,608,4.5
43565,671,4.0
43565,750,4.5
43565,762,2.5
43565,778,4.0
43565,780,2.5
43565,799,3.5
43565,899,4.0
43565,909,4.0
43565,910,4.5
43565,912,5.0
43565,913,4.5
43565,914,3.5
43565,919,4.0
43565,924,4.0
43565,953,4.0
43565,1073,4.5
43565,1089,3.5
43565,1127,4.0
43565,1245,3.5
43565,1246,3.5
43565,1247,3.5
43565,1253,4.0
43565,1257,3.5
43565,1259,4.0
43565,1260,4.0
43565,1265,4.0
43565,1266,4.5
43565,1267,5.0
43565,1278,4.0
43565,1285,3.5
43565,1358,4.0
43565,1374,4.0
43565,1381,2.5
43565,1391,3.5
43565,1580,3.5
43565,1597,3.5
43565,1610,3.0
43565,1641,4.0
43565,1673,3.5
43565,1682,4.0
43565,1729,3.0
43565,1732,4.5
43565,1884,4.5
43565,1909,3.5
43565,1912,3.5
43565,1921,4.0
43565,1947,3.5
43565,1961,3.5
43565,1968,3.5
43565,2000,3.5
43565,2009,3.5
43565,2010,3.5
43565,2020,3.5
43565,2078,3.5
43565,2105,3.5
43565,2109,3.5
43565,2115,4.0
43565,2117,4.0
43565,2124,3.5
43565,2140,3.0
43565,2193,3.5
43565,2300,4.5
43565,2355,3.0
43565,2395,4.0
43565,2455,3.5
43565,2502,3.5
43565,2527,3.5
43565,2640,3.5
43565,2657,4.5
43565,2662,3.5
43565,2762,3.5
43565,2770,3.5
43565,2788,4.0
43565,2791,4.5
43565,2890,4.0
43565,2959,4.5
43565,2993,3.5
43565,3060,3.5
43565,3081,4.0
43565,3089,3.5
43565,3114,4.0
43565,3159,3.5
43565,3160,3.0
43565,3175,3.5
43565,3210,3.5
43565,3396,3.5
43565,3418,3.5
43565,3527,3.0
43565,3578,3.5
43565,3593,0.5
43565,3681,3.5
43565,3698,3.0
43565,4105,3.5
43565,4499,3.5
43565,4641,4.0
43565,4643,2.5
43565,4701,3.0
43565,4816,3.0
43565,4896,3.5
43565,4973,4.0
43565,4993,4.0
43565,5816,3.5
43565,5902,4.0
43565,6620,4.5
43565,6934,3.0
43565,8368,3.0
43616,105,4.5
43616,224,4.0
43616,236,3.0
43616,261,5.0
43616,552,3.5
43616,596,4.0
43616,914,4.5
43616,1285,4.0
43616,5618,5.0
43695,2,3.0
43695,6,3.0
43695,16,4.5
43695,18,4.0
43695,19,2.0
43695,25,4.0
43695,70,3.5
43695,95,2.0
43695,110,4.5
43695,111,5.0
43695,141,5.0
43695,145,0.5
43695,160,2.0
43695,165,3.5
43695,173,2.0
43695,175,2.5
43695,223,2.5
43695,231,2.0
43695,235,3.5
43695,253,2.5
43695,260,4.0
43695,273,3.5
43695,288,2.5
43695,293,4.0
43695,296,5.0
43695,316,3.0
43695,318,5.0
43695,349,2.5
43695,364,4.0
43695,380,3.0
43695,431,5.0
43695,442,2.0
43695,475,4.0
43695,480,5.0
43695,500,3.0
43695,527,5.0
43695,541,5.0
43695,551,5.0
43695,586,2.0
43695,588,5.0
43695,590,4.5
43695,593,4.5
43695,595,3.5
43695,596,3.0
43695,608,5.0
43695,653,2.5
43695,750,4.5
43695,778,5.0
43695,780,2.0
43695,788,1.5
43695,832,4.0
43695,858,5.0
43695,914,3.5
43695,924,5.0
43695,1089,5.0
43695,1090,4.0
43695,1127,3.0
43695,1213,4.5
43695,1244,4.0
43695,1246,4.0
43695,1250,4.5
43695,1252,5.0
43695,1253,4.0
43695,1262,4.0
43695,1266,4.0
43695,1370,2.0
43695,1371,3.5
43695,1372,4.0
43695,1373,4.0
43695,1374,4.0
43695,1387,4.0
43695,1391,3.0
43695,1485,3.0
43695,1544,3.5
43695,1552,2.5
43695,1566,3.0
43695,1580,2.5
43695,1584,4.0
43695,1586,3.0
43695,1587,2.5
43695,1590,3.5
43695,1608,2.0
43695,1610,4.0
43695,1641,4.0
43695,1644,2.0
43695,1653,5.0
43695,1676,4.0
43695,1682,5.0
43695,1690,2.0
43695,1702,3.0
43695,1721,3.0
43695,1722,2.5
43695,1729,5.0
43695,1732,4.0
43695,1779,3.0
43695,1831,2.5
43695,1882,2.0
43695,1884,3.0
43695,1909,3.0
43695,1911,1.5
43695,1917,2.0
43695,1920,2.0
43695,1923,3.0
43695,1954,4.0
43695,1957,3.5
43695,1997,4.5
43695,2009,4.0
43695,2010,4.0
43695,2021,3.0
43695,2023,4.0
43695,2028,4.5
43695,2054,2.0
43695,2105,4.0
43695,2115,4.0
43695,2117,5.0
43695,2140,3.5
43695,2160,4.5
43695,2232,4.0
43695,2268,3.5
43695,2288,4.5
43695,2291,3.5
43695,2294,3.5
43695,2324,3.0
43695,2355,4.0
43695,2428,2.5
43695,2455,5.0
43695,2459,3.5
43695,2527,3.0
43695,2528,3.0
43695,2617,3.5
43695,2687,3.0
43695,2701,1.5
43695,2722,2.5
43695,2728,5.0
43695,2762,4.5
43695,2788,4.5
43695,2791,4.0
43695,2890,3.0
43695,2959,5.0
43695,3033,2.5
43695,3081,3.0
43695,3082,2.5
43695,3114,4.0
43695,3168,4.5
43695,3527,3.0
43695,3578,5.0
43695,3593,1.0
43695,3638,3.0
43695,3681,4.5
43695,3980,3.0
43695,3981,3.0
43695,4011,3.0
43695,4105,4.0
43695,4148,3.5
43695,4226,3.5
43695,4232,1.5
43695,4235,4.0
43695,4369,1.5
43695,4638,2.5
43695,4643,1.5
43695,4734,1.5
43695,4816,1.0
43695,4886,4.0
43695,4896,3.5
43695,4958,2.0
43695,4973,1.0
43695,4993,4.0
43695,4995,4.0
43695,5064,3.0
43695,5481,2.0
43695,5528,3.0
43695,5816,3.5
43695,5881,4.5
43695,5971,3.0
43695,5995,4.5
43695,6016,5.0
43695,6373,3.0
43695,6537,3.0
43695,6934,3.5
43695,6936,0.5
43695,6947,5.0
43695,7445,4.0
43695,7454,2.0
43695,8368,3.0
43695,8371,2.0
43695,8464,4.0
43695,8665,3.5
43695,8810,2.0
43695,8874,3.0
43695,8984,3.0
43695,30707,4.0
43695,30793,3.0
43695,31410,4.0
43695,31658,2.5
43695,31685,2.0
43695,31696,3.0
43695,33660,4.0
43695,36529,3.5
43695,39183,4.0
43695,39446,2.0
43695,40815,3.5
43695,41569,3.0
43695,42738,2.0
43695,44191,4.5
43695,45722,2.0
43695,46578,4.5
43695,48385,4.0
43695,49530,4.0
43695,51540,4.0
43695,51935,3.0
43695,53000,2.5
43695,53519,3.0
43695,53953,2.0
43695,54001,2.5
43695,54272,2.0
43695,54503,2.5
43695,55765,4.5
43695,58559,3.5
43695,63876,4.5
43695,68954,5.0
43695,69526,1.0
43695,74458,4.5
43695,77561,1.5
43695,81229,2.0
43695,86332,0.5
43695,88744,3.5
43695,93840,2.5
43695,111759,3.5
43701,16,5.0
43701,21,5.0
43701,24,4.0
43701,25,5.0
43701,62,4.0
43701,69,1.0
43701,86,3.0
43701,105,4.0
43701,110,4.0
43701,141,3.0
43701,147,5.0
43701,150,4.0
43701,223,3.0
43701,235,3.0
43701,249,2.0
43701,261,4.0
43701,266,5.0
43701,272,4.0
43701,288,4.0
43701,293,4.0
43701,296,5.0
43701,318,5.0
43701,337,4.0
43701,345,4.0
43701,364,4.0
43701,383,3.0
43701,441,5.0
43701,457,5.0
43701,480,4.0
43701,507,4.0
43701,508,4.0
43701,527,5.0
43701,551,5.0
43701,553,4.0
43701,588,3.0
43701,593,5.0
43701,608,5.0
43701,647,3.0
43701,663,2.0
43701,778,5.0
43701,799,1.0
43701,1265,5.0
43701,1266,5.0
43701,1271,3.0
43701,1358,5.0
43701,1393,4.0
43701,1408,4.0
43701,1573,1.0
43701,1580,5.0
43701,1588,2.0
43701,1589,3.0
43701,1610,5.0
43701,1619,4.0
43701,1635,4.0
43701,1639,4.0
43701,1641,4.0
43701,1653,4.0
43701,1672,3.0
43701,1673,4.0
43701,1680,3.0
43701,1682,5.0
43701,1721,2.0
43701,1729,4.0
43701,1732,5.0
43701,1777,4.0
43701,1810,3.0
43701,1883,3.0
43701,1909,3.0
43701,1921,5.0
43701,1923,5.0
43701,2006,3.0
43701,2058,1.0
43701,2268,3.0
43701,2291,4.0
43701,2302,3.0
43701,2321,4.0
43701,2333,4.0
43701,2355,2.0
43701,2359,3.0
43701,2395,5.0
43701,2502,2.0
43701,2671,5.0
43701,2762,4.0
43701,2770,3.0
43701,2841,3.0
43701,2890,5.0
43701,2959,5.0
43701,2976,4.0
43701,3052,2.0
43701,3081,2.0
43701,3114,4.0
43701,3159,5.0
43701,3160,4.0
43701,3176,2.0
43701,3178,4.0
43701,3418,5.0
43701,3578,5.0
43713,170,4.5
43713,293,4.0
43713,318,4.0
43713,480,5.0
43713,1246,4.5
43713,1396,4.5
43713,1584,5.0
43713,1682,4.5
43713,1961,5.0
43713,2671,5.0
43713,2959,4.5
43713,4226,5.0
43713,4886,4.5
43713,4975,4.0
43713,4995,5.0
43713,5902,4.0
43713,46976,5.0
43713,89492,5.0
43722,260,3.0
43722,296,4.5
43722,750,2.5
43722,912,3.5
43722,1089,4.0
43722,2959,4.5
43722,4011,4.5
43722,4226,5.0
43722,4369,3.0
43722,4816,3.5
43722,4973,4.5
43722,4979,3.0
43722,5618,3.5
43722,8984,4.0
43722,36529,3.0
43722,45722,4.0
43722,46578,3.5
43722,48780,5.0
43722,49530,4.0
43722,54503,3.0
43722,58559,5.0
43722,68954,2.0
43722,74458,4.0
43774,11,2.0
43774,17,4.0
43774,25,3.0
43774,62,1.0
43774,110,4.0
43774,111,3.0
43774,147,3.0
43774,232,4.0
43774,246,4.0
43774,247,3.0
43774,252,2.0
43774,260,4.0
43774,273,1.0
43774,292,1.0
43774,306,3.0
43774,307,5.0
43774,308,4.0
43774,316,1.0
43774,327,3.0
43774,339,3.0
43774,350,3.0
43774,380,4.0
43774,381,1.0
43774,434,3.0
43774,497,3.0
43774,524,5.0
43774,527,3.0
43774,532,4.0
43774,534,5.0
43774,541,5.0
43774,543,3.0
43774,562,4.0
43774,590,4.0
43774,593,3.0
43774,647,1.0
43774,653,1.0
43774,674,1.0
43774,708,3.0
43774,780,3.0
43774,805,1.0
43774,830,3.0
43774,838,4.0
43774,898,5.0
43774,899,4.0
43774,902,3.0
43774,909,5.0
43774,912,4.0
43774,913,4.0
43774,916,4.0
43774,920,4.0
43774,923,3.0
43774,951,5.0
43774,953,4.0
43774,954,5.0
43774,955,5.0
43774,968,4.0
43774,1073,3.0
43774,1093,2.0
43774,1246,3.0
43774,1247,3.0
43774,1259,5.0
43774,1265,5.0
43774,1271,3.0
43774,1278,5.0
43774,1285,3.0
43774,1393,3.0
43774,1394,3.0
43774,1396,2.0
43774,1408,4.0
43774,1537,5.0
43774,1552,2.0
43774,1573,1.0
43774,1580,3.0
43774,1586,1.0
43774,1589,3.0
43774,1620,1.0
43774,1635,3.0
43774,1639,3.0
43774,1678,3.0
43774,1680,3.0
43774,1682,2.0
43774,1690,3.0
43774,1719,4.0
43774,1735,1.0
43774,1779,2.0
43774,1810,3.0
43774,1888,3.0
43774,1909,1.0
43774,1923,1.0
43774,1947,4.0
43774,1954,4.0
43774,1958,4.0
43774,1961,3.0
43774,1965,3.0
43774,1968,3.0
43774,2000,3.0
43774,2001,3.0
43774,2028,3.0
43774,2082,3.0
43774,2100,2.0
43774,2115,3.0
43774,2134,3.0
43774,2144,2.0
43774,2268,4.0
43774,2291,5.0
43774,2324,3.0
43774,2359,4.0
43774,2395,3.0
43774,2463,4.0
43774,2469,4.0
43774,2470,4.0
43774,2501,4.0
43774,2502,4.0
43774,2539,2.0
43774,2567,2.0
43774,2671,3.0
43774,2694,2.0
43774,2761,4.0
43774,2762,4.0
43774,2791,4.0
43774,2959,5.0
43774,3033,1.0
43774,3072,4.0
43774,3081,2.0
43774,3089,4.0
43774,3107,3.0
43774,3114,3.0
43774,3146,1.0
43774,3175,3.0
43774,3176,1.0
43774,3396,5.0
43774,3418,3.0
43774,3526,3.0
43774,3536,3.0
43774,3543,3.0
43774,3578,3.0
43774,5060,4.0
43820,2,3.0
43820,17,5.0
43820,62,4.0
43820,111,3.0
43820,141,4.0
43820,150,4.0
43820,153,3.0
43820,222,3.0
43820,236,4.0
43820,252,4.0
43820,265,4.0
43820,281,4.0
43820,329,4.0
43820,339,4.0
43820,349,4.0
43820,380,4.0
43820,434,3.0
43820,440,3.0
43820,454,4.0
43820,455,3.0
43820,457,3.0
43820,468,3.0
43820,497,5.0
43820,509,5.0
43820,531,3.0
43820,534,4.0
43820,539,4.0
43820,540,3.0
43820,552,3.0
43820,586,3.0
43820,587,3.0
43820,590,4.0
43820,592,3.0
43820,597,4.0
43952,111,2.5
43952,260,4.0
43952,293,4.0
43952,318,5.0
43952,480,4.0
43952,527,4.0
43952,588,5.0
43952,953,3.0
43952,1246,3.0
43952,1580,3.5
43952,1653,3.0
43952,1721,5.0
43952,1732,3.5
43952,2355,4.5
43952,2617,4.0
43952,2692,4.0
43952,3578,4.5
43952,4025,5.0
43952,4973,5.0
43952,4975,4.5
43952,4993,5.0
43952,4995,5.0
43952,5816,5.0
43952,5995,4.0
43952,6373,5.0
43952,7451,4.0
43952,8368,5.0
43952,8665,3.0
43952,30793,3.0
43952,31658,5.0
43952,31685,5.0
43952,36529,4.0
43952,40815,5.0
43952,41566,4.0
43952,44022,5.0
43952,44191,3.0
43952,45722,4.0
43952,46972,4.0
43952,47610,5.0
